model_id,layer_index,n_layers,relative_depth,r2_b,beta,s,r2_eps
Qwen/Qwen2.5-14B-Instruct,39,48,0.1875,0.37170847127043016,-0.014323519459785185,0.01322675311647156,0.4530460604499883
Qwen/Qwen2.5-14B-Instruct,38,48,0.20833333333333334,0.3866366421089932,-0.014251133379214187,0.01322675311647156,0.43824970364111215
Qwen/Qwen2.5-14B-Instruct,37,48,0.22916666666666666,0.3869661164036944,-0.014441373756336298,0.01322675311647156,0.4503329751712425
Qwen/Qwen2.5-14B-Instruct,36,48,0.25,0.3497887907855509,-0.015177307709377802,0.01322675311647156,0.43967166936171076
Qwen/Qwen2.5-14B-Instruct,35,48,0.2708333333333333,0.3429505703072002,-0.015236301568675267,0.01322675311647156,0.4288461265021135
Qwen/Qwen2.5-14B-Instruct,34,48,0.2916666666666667,0.31921675257323257,-0.014504646370385744,0.01322675311647156,0.3913400534861089
Qwen/Qwen2.5-14B-Instruct,33,48,0.3125,0.3233425106197251,-0.014641921561501795,0.01322675311647156,0.44642481869390316
Qwen/Qwen2.5-14B-Instruct,32,48,0.3333333333333333,0.28179141422972287,-0.01542451960288079,0.01322675311647156,0.4931256056129464
Qwen/Qwen2.5-14B-Instruct,31,48,0.3541666666666667,0.3103854386521684,-0.015428711998054775,0.01322675311647156,0.48928043892362183
Qwen/Qwen2.5-14B-Instruct,30,48,0.375,0.33253733544250064,-0.014402444734124262,0.01322675311647156,0.5034965604265624
Qwen/Qwen2.5-14B-Instruct,29,48,0.3958333333333333,0.3577243230794023,-0.014293588986920886,0.01322675311647156,0.503528053943914
Qwen/Qwen2.5-14B-Instruct,28,48,0.4166666666666667,0.3322296994755588,-0.015157065658052313,0.01322675311647156,0.518614649175008
Qwen/Qwen2.5-14B-Instruct,27,48,0.4375,0.3405479956811204,-0.014111298766857279,0.01322675311647156,0.5458325447123578
Qwen/Qwen2.5-14B-Instruct,26,48,0.4583333333333333,0.3548487526356573,-0.014067978103254988,0.01322675311647156,0.5390154690874307
Qwen/Qwen2.5-14B-Instruct,25,48,0.4791666666666667,0.39902216571171445,-0.013829265570085535,0.01322675311647156,0.5327490384822557
Qwen/Qwen2.5-14B-Instruct,24,48,0.5,0.3622369095262026,-0.01435961673605121,0.01322675311647156,0.521555268676491
Qwen/Qwen2.5-14B-Instruct,23,48,0.5208333333333334,0.37463977110547153,-0.014345725093990954,0.01322675311647156,0.5273652017125688
Qwen/Qwen2.5-14B-Instruct,22,48,0.5416666666666666,0.4246716207168586,-0.014249380018829463,0.01322675311647156,0.5408584823942151
Qwen/Qwen2.5-14B-Instruct,21,48,0.5625,0.43146501839618,-0.014287861728065314,0.01322675311647156,0.5496500648756337
Qwen/Qwen2.5-14B-Instruct,20,48,0.5833333333333334,0.43738226738751007,-0.014330923027833106,0.01322675311647156,0.5344006426222612
Qwen/Qwen2.5-14B-Instruct,19,48,0.6041666666666666,0.42579402664874777,-0.014384863791707144,0.01322675311647156,0.5324096260576733
Qwen/Qwen2.5-14B-Instruct,18,48,0.625,0.44785284614800036,-0.014361435358740734,0.01322675311647156,0.5233828593299215
Qwen/Qwen2.5-14B-Instruct,17,48,0.6458333333333334,0.46235250210477874,-0.014349054995836724,0.01322675311647156,0.5528178854544967
Qwen/Qwen2.5-14B-Instruct,16,48,0.6666666666666666,0.4409989438378996,-0.014349058250238196,0.01322675311647156,0.5293078473721973
Qwen/Qwen2.5-14B-Instruct,15,48,0.6875,0.4429496564569432,-0.01439930480794731,0.01322675311647156,0.5082462163654764
Qwen/Qwen2.5-14B-Instruct,14,48,0.7083333333333334,0.44334310638285557,-0.015287279835031012,0.01322675311647156,0.5078958863371577
Qwen/Qwen2.5-14B-Instruct,13,48,0.7291666666666666,0.4297926998566297,-0.01533898684219228,0.01322675311647156,0.4989992609465078
Qwen/Qwen2.5-14B-Instruct,12,48,0.75,0.4484552943037582,-0.015220709100162481,0.01322675311647156,0.5162284537020384
Qwen/Qwen2.5-14B-Instruct,11,48,0.7708333333333334,0.43875448919664684,-0.015068797514041306,0.01322675311647156,0.5096453807843372
Qwen/Qwen2.5-14B-Instruct,10,48,0.7916666666666666,0.4687480754481179,-0.014127309235184557,0.01322675311647156,0.5237116867203326
Qwen/Qwen2.5-14B-Instruct,9,48,0.8125,0.47981063284037806,-0.014172871891453352,0.01322675311647156,0.5148835527142467
Qwen/Qwen2.5-14B-Instruct,8,48,0.8333333333333334,0.472093829749056,-0.014178855925538367,0.01322675311647156,0.517016231311576
Qwen/Qwen2.5-14B-Instruct,7,48,0.8541666666666666,0.45924018018680646,-0.014200000801807458,0.01322675311647156,0.5080852781514291
